Serie,Habitat,Site,Exposure,Depht,Transect,Quad,Subcategory,Cover
400,Kelp,Los Molles,Exposed,Deep,2,1,Opistobranchio,0
401,Kelp,Los Molles,Exposed,Deep,2,1,Sponge,2.083333333
402,Kelp,Los Molles,Exposed,Deep,2,1,Poliqueto,0
403,Kelp,Los Molles,Exposed,Deep,2,1,Tunicado,0
404,Kelp,Los Molles,Exposed,Deep,2,1,Peces,0
405,Kelp,Los Molles,Exposed,Deep,2,1,Shadow,4
406,Kelp,Los Molles,Exposed,Deep,2,1,Tape,0
407,Kelp,Los Molles,Exposed,Deep,2,1,Wand,0
408,Kelp,Los Molles,Exposed,Deep,2,2,Boulder,0
409,Kelp,Los Molles,Exposed,Deep,2,2,Conchuela,0
410,Kelp,Los Molles,Exposed,Deep,2,2,Rock,0
411,Kelp,Los Molles,Exposed,Deep,2,2,Rock,0
412,Kelp,Los Molles,Exposed,Deep,2,2,Rock,8.333333333
413,Kelp,Los Molles,Exposed,Deep,2,2,Rock,6.25
414,Kelp,Los Molles,Exposed,Deep,2,2,Sand,0
415,Kelp,Los Molles,Exposed,Deep,2,2,Corallina spp.,0
416,Kelp,Los Molles,Exposed,Deep,2,2,Crustosa verde,6.25
417,Kelp,Los Molles,Exposed,Deep,2,2,Gelidium spp.,0
418,Kelp,Los Molles,Exposed,Deep,2,2,Hildenbrandia,50
419,Kelp,Los Molles,Exposed,Deep,2,2,Algae indet,0
420,Kelp,Los Molles,Exposed,Deep,2,2,Lessonia,0
421,Kelp,Los Molles,Exposed,Deep,2,2,Lithothamnium,16.66666667
422,Kelp,Los Molles,Exposed,Deep,2,2,Filamentous,0
423,Kelp,Los Molles,Exposed,Deep,2,2,Filamentous,0
424,Kelp,Los Molles,Exposed,Deep,2,2,Ralfsia confusa,2.083333333
425,Kelp,Los Molles,Exposed,Deep,2,2,Lessonia skeleton,0
426,Kelp,Los Molles,Exposed,Deep,2,2,Anemona ,0
427,Kelp,Los Molles,Exposed,Deep,2,2,Calleporella,0
428,Kelp,Los Molles,Exposed,Deep,2,2,Chiton,0
429,Kelp,Los Molles,Exposed,Deep,2,2,Cirripedios,0
430,Kelp,Los Molles,Exposed,Deep,2,2,Crustaceo,0
431,Kelp,Los Molles,Exposed,Deep,2,2,Entalphora,0
432,Kelp,Los Molles,Exposed,Deep,2,2,Erizos,0
433,Kelp,Los Molles,Exposed,Deep,2,2,Estrella,2.083333333
434,Kelp,Los Molles,Exposed,Deep,2,2,Gastropodo,6.25
435,Kelp,Los Molles,Exposed,Deep,2,2,Heliaster helianthus,0
436,Kelp,Los Molles,Exposed,Deep,2,2,Hidrozoo,0
437,Kelp,Los Molles,Exposed,Deep,2,2,Opistobranchio,0
438,Kelp,Los Molles,Exposed,Deep,2,2,Sponge,2.083333333
439,Kelp,Los Molles,Exposed,Deep,2,2,Poliqueto,0
440,Kelp,Los Molles,Exposed,Deep,2,2,Tunicado,0
441,Kelp,Los Molles,Exposed,Deep,2,2,Peces,0
442,Kelp,Los Molles,Exposed,Deep,2,2,Shadow,2
443,Kelp,Los Molles,Exposed,Deep,2,2,Tape,2
444,Kelp,Los Molles,Exposed,Deep,2,2,Wand,0
445,Kelp,Los Molles,Exposed,Deep,2,3,Boulder,0
446,Kelp,Los Molles,Exposed,Deep,2,3,Conchuela,0
447,Kelp,Los Molles,Exposed,Deep,2,3,Rock,0
448,Kelp,Los Molles,Exposed,Deep,2,3,Rock,0
449,Kelp,Los Molles,Exposed,Deep,2,3,Rock,0
450,Kelp,Los Molles,Exposed,Deep,2,3,Rock,0
451,Kelp,Los Molles,Exposed,Deep,2,3,Sand,0
452,Kelp,Los Molles,Exposed,Deep,2,3,Corallina spp.,0
453,Kelp,Los Molles,Exposed,Deep,2,3,Crustosa verde,0
454,Kelp,Los Molles,Exposed,Deep,2,3,Gelidium spp.,0
455,Kelp,Los Molles,Exposed,Deep,2,3,Hildenbrandia,44.89795918
456,Kelp,Los Molles,Exposed,Deep,2,3,Algae indet,2.040816327
457,Kelp,Los Molles,Exposed,Deep,2,3,Lessonia,0
458,Kelp,Los Molles,Exposed,Deep,2,3,Lithothamnium,48.97959184
459,Kelp,Los Molles,Exposed,Deep,2,3,Filamentous,0
460,Kelp,Los Molles,Exposed,Deep,2,3,Filamentous,0
461,Kelp,Los Molles,Exposed,Deep,2,3,Ralfsia confusa,0
462,Kelp,Los Molles,Exposed,Deep,2,3,Lessonia skeleton,0
463,Kelp,Los Molles,Exposed,Deep,2,3,Anemona ,0
464,Kelp,Los Molles,Exposed,Deep,2,3,Calleporella,0
465,Kelp,Los Molles,Exposed,Deep,2,3,Chiton,0
466,Kelp,Los Molles,Exposed,Deep,2,3,Cirripedios,0
467,Kelp,Los Molles,Exposed,Deep,2,3,Crustaceo,0
468,Kelp,Los Molles,Exposed,Deep,2,3,Entalphora,2.040816327
469,Kelp,Los Molles,Exposed,Deep,2,3,Erizos,0
470,Kelp,Los Molles,Exposed,Deep,2,3,Estrella,0
471,Kelp,Los Molles,Exposed,Deep,2,3,Gastropodo,2.040816327
472,Kelp,Los Molles,Exposed,Deep,2,3,Heliaster helianthus,0
473,Kelp,Los Molles,Exposed,Deep,2,3,Hidrozoo,0
474,Kelp,Los Molles,Exposed,Deep,2,3,Opistobranchio,0
475,Kelp,Los Molles,Exposed,Deep,2,3,Sponge,0
476,Kelp,Los Molles,Exposed,Deep,2,3,Poliqueto,0
477,Kelp,Los Molles,Exposed,Deep,2,3,Tunicado,0
478,Kelp,Los Molles,Exposed,Deep,2,3,Peces,0
479,Kelp,Los Molles,Exposed,Deep,2,3,Shadow,2
480,Kelp,Los Molles,Exposed,Deep,2,3,Tape,0
481,Kelp,Los Molles,Exposed,Deep,2,3,Wand,0
482,Kelp,Los Molles,Exposed,Deep,2,4,Boulder,0
483,Kelp,Los Molles,Exposed,Deep,2,4,Conchuela,0
484,Kelp,Los Molles,Exposed,Deep,2,4,Rock,0
485,Kelp,Los Molles,Exposed,Deep,2,4,Rock,0
486,Kelp,Los Molles,Exposed,Deep,2,4,Rock,0
487,Kelp,Los Molles,Exposed,Deep,2,4,Rock,0
488,Kelp,Los Molles,Exposed,Deep,2,4,Sand,0
489,Kelp,Los Molles,Exposed,Deep,2,4,Corallina spp.,0
490,Kelp,Los Molles,Exposed,Deep,2,4,Crustosa verde,2.127659574
491,Kelp,Los Molles,Exposed,Deep,2,4,Gelidium spp.,0
492,Kelp,Los Molles,Exposed,Deep,2,4,Hildenbrandia,48.93617021
493,Kelp,Los Molles,Exposed,Deep,2,4,Algae indet,2.127659574
494,Kelp,Los Molles,Exposed,Deep,2,4,Lessonia,0
495,Kelp,Los Molles,Exposed,Deep,2,4,Lithothamnium,19.14893617
496,Kelp,Los Molles,Exposed,Deep,2,4,Filamentous,27.65957447
497,Kelp,Los Molles,Exposed,Deep,2,4,Filamentous,0
498,Kelp,Los Molles,Exposed,Deep,2,4,Ralfsia confusa,0
499,Kelp,Los Molles,Exposed,Deep,2,4,Lessonia skeleton,0
500,Kelp,Los Molles,Exposed,Deep,2,4,Anemona ,0
501,Kelp,Los Molles,Exposed,Deep,2,4,Calleporella,0
502,Kelp,Los Molles,Exposed,Deep,2,4,Chiton,0
503,Kelp,Los Molles,Exposed,Deep,2,4,Cirripedios,0
504,Kelp,Los Molles,Exposed,Deep,2,4,Crustaceo,0
505,Kelp,Los Molles,Exposed,Deep,2,4,Entalphora,0
506,Kelp,Los Molles,Exposed,Deep,2,4,Erizos,0
507,Kelp,Los Molles,Exposed,Deep,2,4,Estrella,0
508,Kelp,Los Molles,Exposed,Deep,2,4,Gastropodo,0
509,Kelp,Los Molles,Exposed,Deep,2,4,Heliaster helianthus,0
510,Kelp,Los Molles,Exposed,Deep,2,4,Hidrozoo,0
511,Kelp,Los Molles,Exposed,Deep,2,4,Opistobranchio,0
512,Kelp,Los Molles,Exposed,Deep,2,4,Sponge,0
513,Kelp,Los Molles,Exposed,Deep,2,4,Poliqueto,0
514,Kelp,Los Molles,Exposed,Deep,2,4,Tunicado,0
515,Kelp,Los Molles,Exposed,Deep,2,4,Peces,0
516,Kelp,Los Molles,Exposed,Deep,2,4,Shadow,6
517,Kelp,Los Molles,Exposed,Deep,2,4,Tape,0
518,Kelp,Los Molles,Exposed,Deep,2,4,Wand,0
519,Kelp,Los Molles,Exposed,Deep,2,5,Boulder,2
520,Kelp,Los Molles,Exposed,Deep,2,5,Conchuela,0
521,Kelp,Los Molles,Exposed,Deep,2,5,Rock,0
522,Kelp,Los Molles,Exposed,Deep,2,5,Rock,4
523,Kelp,Los Molles,Exposed,Deep,2,5,Rock,12
524,Kelp,Los Molles,Exposed,Deep,2,5,Rock,4
525,Kelp,Los Molles,Exposed,Deep,2,5,Sand,0
526,Kelp,Los Molles,Exposed,Deep,2,5,Corallina spp.,0
527,Kelp,Los Molles,Exposed,Deep,2,5,Crustosa verde,0
528,Kelp,Los Molles,Exposed,Deep,2,5,Gelidium spp.,0
529,Kelp,Los Molles,Exposed,Deep,2,5,Hildenbrandia,30
530,Kelp,Los Molles,Exposed,Deep,2,5,Algae indet,4
531,Kelp,Los Molles,Exposed,Deep,2,5,Lessonia,0
532,Kelp,Los Molles,Exposed,Deep,2,5,Lithothamnium,30
533,Kelp,Los Molles,Exposed,Deep,2,5,Filamentous,0
534,Kelp,Los Molles,Exposed,Deep,2,5,Filamentous,0
535,Kelp,Los Molles,Exposed,Deep,2,5,Ralfsia confusa,0
536,Kelp,Los Molles,Exposed,Deep,2,5,Lessonia skeleton,0
537,Kelp,Los Molles,Exposed,Deep,2,5,Anemona ,0
538,Kelp,Los Molles,Exposed,Deep,2,5,Calleporella,2
539,Kelp,Los Molles,Exposed,Deep,2,5,Chiton,0
540,Kelp,Los Molles,Exposed,Deep,2,5,Cirripedios,2
541,Kelp,Los Molles,Exposed,Deep,2,5,Crustaceo,0
542,Kelp,Los Molles,Exposed,Deep,2,5,Entalphora,0
543,Kelp,Los Molles,Exposed,Deep,2,5,Erizos,0
544,Kelp,Los Molles,Exposed,Deep,2,5,Estrella,0
545,Kelp,Los Molles,Exposed,Deep,2,5,Gastropodo,0
546,Kelp,Los Molles,Exposed,Deep,2,5,Heliaster helianthus,0
547,Kelp,Los Molles,Exposed,Deep,2,5,Hidrozoo,0
548,Kelp,Los Molles,Exposed,Deep,2,5,Opistobranchio,0
549,Kelp,Los Molles,Exposed,Deep,2,5,Sponge,10
550,Kelp,Los Molles,Exposed,Deep,2,5,Poliqueto,0
551,Kelp,Los Molles,Exposed,Deep,2,5,Tunicado,0
552,Kelp,Los Molles,Exposed,Deep,2,5,Peces,0
553,Kelp,Los Molles,Exposed,Deep,2,5,Shadow,0
554,Kelp,Los Molles,Exposed,Deep,2,5,Tape,0
555,Kelp,Los Molles,Exposed,Deep,2,5,Wand,0
556,Kelp,Los Molles,Exposed,Deep,2,6,Boulder,0
557,Kelp,Los Molles,Exposed,Deep,2,6,Conchuela,0
558,Kelp,Los Molles,Exposed,Deep,2,6,Rock,0
559,Kelp,Los Molles,Exposed,Deep,2,6,Rock,0
560,Kelp,Los Molles,Exposed,Deep,2,6,Rock,0
561,Kelp,Los Molles,Exposed,Deep,2,6,Rock,12.24489796
562,Kelp,Los Molles,Exposed,Deep,2,6,Sand,0
563,Kelp,Los Molles,Exposed,Deep,2,6,Corallina spp.,0
564,Kelp,Los Molles,Exposed,Deep,2,6,Crustosa verde,18.36734694
565,Kelp,Los Molles,Exposed,Deep,2,6,Gelidium spp.,0
566,Kelp,Los Molles,Exposed,Deep,2,6,Hildenbrandia,18.36734694
567,Kelp,Los Molles,Exposed,Deep,2,6,Algae indet,2.040816327
568,Kelp,Los Molles,Exposed,Deep,2,6,Lessonia,0
569,Kelp,Los Molles,Exposed,Deep,2,6,Lithothamnium,32.65306122
570,Kelp,Los Molles,Exposed,Deep,2,6,Filamentous,0
571,Kelp,Los Molles,Exposed,Deep,2,6,Filamentous,0
572,Kelp,Los Molles,Exposed,Deep,2,6,Ralfsia confusa,2.040816327
573,Kelp,Los Molles,Exposed,Deep,2,6,Lessonia skeleton,0
574,Kelp,Los Molles,Exposed,Deep,2,6,Anemona ,0
575,Kelp,Los Molles,Exposed,Deep,2,6,Calleporella,0
576,Kelp,Los Molles,Exposed,Deep,2,6,Chiton,0
577,Kelp,Los Molles,Exposed,Deep,2,6,Cirripedios,0
578,Kelp,Los Molles,Exposed,Deep,2,6,Crustaceo,0
579,Kelp,Los Molles,Exposed,Deep,2,6,Entalphora,0
580,Kelp,Los Molles,Exposed,Deep,2,6,Erizos,0
581,Kelp,Los Molles,Exposed,Deep,2,6,Estrella,0
582,Kelp,Los Molles,Exposed,Deep,2,6,Gastropodo,2.040816327
583,Kelp,Los Molles,Exposed,Deep,2,6,Heliaster helianthus,0
584,Kelp,Los Molles,Exposed,Deep,2,6,Hidrozoo,0
585,Kelp,Los Molles,Exposed,Deep,2,6,Opistobranchio,0
586,Kelp,Los Molles,Exposed,Deep,2,6,Sponge,12.24489796
587,Kelp,Los Molles,Exposed,Deep,2,6,Poliqueto,0
588,Kelp,Los Molles,Exposed,Deep,2,6,Tunicado,0
589,Kelp,Los Molles,Exposed,Deep,2,6,Peces,0
590,Kelp,Los Molles,Exposed,Deep,2,6,Shadow,0
591,Kelp,Los Molles,Exposed,Deep,2,6,Tape,2
592,Kelp,Los Molles,Exposed,Deep,2,6,Wand,0
593,Kelp,Los Molles,Exposed,Deep,2,7,Boulder,0
594,Kelp,Los Molles,Exposed,Deep,2,7,Conchuela,0
595,Kelp,Los Molles,Exposed,Deep,2,7,Rock,0
596,Kelp,Los Molles,Exposed,Deep,2,7,Rock,0
597,Kelp,Los Molles,Exposed,Deep,2,7,Rock,4.347826087
598,Kelp,Los Molles,Exposed,Deep,2,7,Rock,0
599,Kelp,Los Molles,Exposed,Deep,2,7,Sand,0
600,Kelp,Los Molles,Exposed,Deep,2,7,Corallina spp.,0
601,Kelp,Los Molles,Exposed,Deep,2,7,Crustosa verde,6.52173913
602,Kelp,Los Molles,Exposed,Deep,2,7,Gelidium spp.,0
603,Kelp,Los Molles,Exposed,Deep,2,7,Hildenbrandia,15.2173913
604,Kelp,Los Molles,Exposed,Deep,2,7,Algae indet,0
605,Kelp,Los Molles,Exposed,Deep,2,7,Lessonia,0
606,Kelp,Los Molles,Exposed,Deep,2,7,Lithothamnium,69.56521739
607,Kelp,Los Molles,Exposed,Deep,2,7,Filamentous,0
608,Kelp,Los Molles,Exposed,Deep,2,7,Filamentous,0
609,Kelp,Los Molles,Exposed,Deep,2,7,Ralfsia confusa,0
610,Kelp,Los Molles,Exposed,Deep,2,7,Lessonia skeleton,0
611,Kelp,Los Molles,Exposed,Deep,2,7,Anemona ,0
612,Kelp,Los Molles,Exposed,Deep,2,7,Calleporella,2.173913043
613,Kelp,Los Molles,Exposed,Deep,2,7,Chiton,0
614,Kelp,Los Molles,Exposed,Deep,2,7,Cirripedios,0
615,Kelp,Los Molles,Exposed,Deep,2,7,Crustaceo,0
616,Kelp,Los Molles,Exposed,Deep,2,7,Entalphora,0
617,Kelp,Los Molles,Exposed,Deep,2,7,Erizos,0
618,Kelp,Los Molles,Exposed,Deep,2,7,Estrella,0
619,Kelp,Los Molles,Exposed,Deep,2,7,Gastropodo,0
620,Kelp,Los Molles,Exposed,Deep,2,7,Heliaster helianthus,0
621,Kelp,Los Molles,Exposed,Deep,2,7,Hidrozoo,0
622,Kelp,Los Molles,Exposed,Deep,2,7,Opistobranchio,0
623,Kelp,Los Molles,Exposed,Deep,2,7,Sponge,2.173913043
624,Kelp,Los Molles,Exposed,Deep,2,7,Poliqueto,0
625,Kelp,Los Molles,Exposed,Deep,2,7,Tunicado,0
626,Kelp,Los Molles,Exposed,Deep,2,7,Peces,0
627,Kelp,Los Molles,Exposed,Deep,2,7,Shadow,6
628,Kelp,Los Molles,Exposed,Deep,2,7,Tape,2
629,Kelp,Los Molles,Exposed,Deep,2,7,Wand,0
630,Kelp,Los Molles,Exposed,Deep,2,8,Boulder,0
631,Kelp,Los Molles,Exposed,Deep,2,8,Conchuela,0
632,Kelp,Los Molles,Exposed,Deep,2,8,Rock,0
633,Kelp,Los Molles,Exposed,Deep,2,8,Rock,0
634,Kelp,Los Molles,Exposed,Deep,2,8,Rock,0
635,Kelp,Los Molles,Exposed,Deep,2,8,Rock,0
636,Kelp,Los Molles,Exposed,Deep,2,8,Sand,0
637,Kelp,Los Molles,Exposed,Deep,2,8,Corallina spp.,0
638,Kelp,Los Molles,Exposed,Deep,2,8,Crustosa verde,0
639,Kelp,Los Molles,Exposed,Deep,2,8,Gelidium spp.,0
640,Kelp,Los Molles,Exposed,Deep,2,8,Hildenbrandia,14.89361702
641,Kelp,Los Molles,Exposed,Deep,2,8,Algae indet,0
642,Kelp,Los Molles,Exposed,Deep,2,8,Lessonia,0
643,Kelp,Los Molles,Exposed,Deep,2,8,Lithothamnium,80.85106383
644,Kelp,Los Molles,Exposed,Deep,2,8,Filamentous,2.127659574
645,Kelp,Los Molles,Exposed,Deep,2,8,Filamentous,0
646,Kelp,Los Molles,Exposed,Deep,2,8,Ralfsia confusa,0
647,Kelp,Los Molles,Exposed,Deep,2,8,Lessonia skeleton,0
648,Kelp,Los Molles,Exposed,Deep,2,8,Anemona ,0
649,Kelp,Los Molles,Exposed,Deep,2,8,Calleporella,0
650,Kelp,Los Molles,Exposed,Deep,2,8,Chiton,0
651,Kelp,Los Molles,Exposed,Deep,2,8,Cirripedios,0
652,Kelp,Los Molles,Exposed,Deep,2,8,Crustaceo,0
653,Kelp,Los Molles,Exposed,Deep,2,8,Entalphora,0
654,Kelp,Los Molles,Exposed,Deep,2,8,Erizos,0
655,Kelp,Los Molles,Exposed,Deep,2,8,Estrella,0
656,Kelp,Los Molles,Exposed,Deep,2,8,Gastropodo,2.127659574
657,Kelp,Los Molles,Exposed,Deep,2,8,Heliaster helianthus,0
658,Kelp,Los Molles,Exposed,Deep,2,8,Hidrozoo,0
659,Kelp,Los Molles,Exposed,Deep,2,8,Opistobranchio,0
660,Kelp,Los Molles,Exposed,Deep,2,8,Sponge,0
661,Kelp,Los Molles,Exposed,Deep,2,8,Poliqueto,0
662,Kelp,Los Molles,Exposed,Deep,2,8,Tunicado,0
663,Kelp,Los Molles,Exposed,Deep,2,8,Peces,0
664,Kelp,Los Molles,Exposed,Deep,2,8,Shadow,6
665,Kelp,Los Molles,Exposed,Deep,2,8,Tape,0
666,Kelp,Los Molles,Exposed,Deep,2,8,Wand,0
667,Kelp,Los Molles,Exposed,Deep,2,9,Boulder,0
668,Kelp,Los Molles,Exposed,Deep,2,9,Conchuela,0
669,Kelp,Los Molles,Exposed,Deep,2,9,Rock,0
670,Kelp,Los Molles,Exposed,Deep,2,9,Rock,0
671,Kelp,Los Molles,Exposed,Deep,2,9,Rock,0
672,Kelp,Los Molles,Exposed,Deep,2,9,Rock,2.173913043
673,Kelp,Los Molles,Exposed,Deep,2,9,Sand,0
674,Kelp,Los Molles,Exposed,Deep,2,9,Corallina spp.,0
675,Kelp,Los Molles,Exposed,Deep,2,9,Crustosa verde,2.173913043
676,Kelp,Los Molles,Exposed,Deep,2,9,Gelidium spp.,0
677,Kelp,Los Molles,Exposed,Deep,2,9,Hildenbrandia,6.52173913
678,Kelp,Los Molles,Exposed,Deep,2,9,Algae indet,0
679,Kelp,Los Molles,Exposed,Deep,2,9,Lessonia,0
680,Kelp,Los Molles,Exposed,Deep,2,9,Lithothamnium,86.95652174
681,Kelp,Los Molles,Exposed,Deep,2,9,Filamentous,0
682,Kelp,Los Molles,Exposed,Deep,2,9,Filamentous,0
683,Kelp,Los Molles,Exposed,Deep,2,9,Ralfsia confusa,0
684,Kelp,Los Molles,Exposed,Deep,2,9,Lessonia skeleton,0
685,Kelp,Los Molles,Exposed,Deep,2,9,Anemona ,0
686,Kelp,Los Molles,Exposed,Deep,2,9,Calleporella,0
687,Kelp,Los Molles,Exposed,Deep,2,9,Chiton,0
688,Kelp,Los Molles,Exposed,Deep,2,9,Cirripedios,0
689,Kelp,Los Molles,Exposed,Deep,2,9,Crustaceo,0
690,Kelp,Los Molles,Exposed,Deep,2,9,Entalphora,0
691,Kelp,Los Molles,Exposed,Deep,2,9,Erizos,0
692,Kelp,Los Molles,Exposed,Deep,2,9,Estrella,0
693,Kelp,Los Molles,Exposed,Deep,2,9,Gastropodo,2.173913043
694,Kelp,Los Molles,Exposed,Deep,2,9,Heliaster helianthus,0
695,Kelp,Los Molles,Exposed,Deep,2,9,Hidrozoo,0
696,Kelp,Los Molles,Exposed,Deep,2,9,Opistobranchio,0
697,Kelp,Los Molles,Exposed,Deep,2,9,Sponge,0
698,Kelp,Los Molles,Exposed,Deep,2,9,Poliqueto,0
699,Kelp,Los Molles,Exposed,Deep,2,9,Tunicado,0
700,Kelp,Los Molles,Exposed,Deep,2,9,Peces,0
701,Kelp,Los Molles,Exposed,Deep,2,9,Shadow,6
702,Kelp,Los Molles,Exposed,Deep,2,9,Tape,2
703,Kelp,Los Molles,Exposed,Deep,2,9,Wand,0
704,Kelp,Los Molles,Exposed,Deep,2,10,Boulder,0
705,Kelp,Los Molles,Exposed,Deep,2,10,Conchuela,0
706,Kelp,Los Molles,Exposed,Deep,2,10,Rock,0
707,Kelp,Los Molles,Exposed,Deep,2,10,Rock,0
708,Kelp,Los Molles,Exposed,Deep,2,10,Rock,0
709,Kelp,Los Molles,Exposed,Deep,2,10,Rock,2.083333333
710,Kelp,Los Molles,Exposed,Deep,2,10,Sand,0
711,Kelp,Los Molles,Exposed,Deep,2,10,Corallina spp.,0
712,Kelp,Los Molles,Exposed,Deep,2,10,Crustosa verde,66.66666667
713,Kelp,Los Molles,Exposed,Deep,2,10,Gelidium spp.,0
714,Kelp,Los Molles,Exposed,Deep,2,10,Hildenbrandia,4.166666667
715,Kelp,Los Molles,Exposed,Deep,2,10,Algae indet,0
716,Kelp,Los Molles,Exposed,Deep,2,10,Lessonia,0
717,Kelp,Los Molles,Exposed,Deep,2,10,Lithothamnium,27.08333333
718,Kelp,Los Molles,Exposed,Deep,2,10,Filamentous,0
719,Kelp,Los Molles,Exposed,Deep,2,10,Filamentous,0
720,Kelp,Los Molles,Exposed,Deep,2,10,Ralfsia confusa,0
721,Kelp,Los Molles,Exposed,Deep,2,10,Lessonia skeleton,0
722,Kelp,Los Molles,Exposed,Deep,2,10,Anemona ,0
723,Kelp,Los Molles,Exposed,Deep,2,10,Calleporella,0
724,Kelp,Los Molles,Exposed,Deep,2,10,Chiton,0
725,Kelp,Los Molles,Exposed,Deep,2,10,Cirripedios,0
726,Kelp,Los Molles,Exposed,Deep,2,10,Crustaceo,0
727,Kelp,Los Molles,Exposed,Deep,2,10,Entalphora,0
728,Kelp,Los Molles,Exposed,Deep,2,10,Erizos,0
729,Kelp,Los Molles,Exposed,Deep,2,10,Estrella,0
730,Kelp,Los Molles,Exposed,Deep,2,10,Gastropodo,0
731,Kelp,Los Molles,Exposed,Deep,2,10,Heliaster helianthus,0
732,Kelp,Los Molles,Exposed,Deep,2,10,Hidrozoo,0
733,Kelp,Los Molles,Exposed,Deep,2,10,Opistobranchio,0
734,Kelp,Los Molles,Exposed,Deep,2,10,Sponge,0
735,Kelp,Los Molles,Exposed,Deep,2,10,Poliqueto,0
736,Kelp,Los Molles,Exposed,Deep,2,10,Tunicado,0
737,Kelp,Los Molles,Exposed,Deep,2,10,Peces,0
738,Kelp,Los Molles,Exposed,Deep,2,10,Shadow,2
739,Kelp,Los Molles,Exposed,Deep,2,10,Tape,2
740,Kelp,Los Molles,Exposed,Deep,2,10,Wand,0
741,Kelp,Los Molles,Exposed,shallow,1,1,Boulder,0
742,Kelp,Los Molles,Exposed,shallow,1,1,Conchuela,0
743,Kelp,Los Molles,Exposed,shallow,1,1,Rock,0
744,Kelp,Los Molles,Exposed,shallow,1,1,Rock,0
745,Kelp,Los Molles,Exposed,shallow,1,1,Rock,0
746,Kelp,Los Molles,Exposed,shallow,1,1,Rock,2
747,Kelp,Los Molles,Exposed,shallow,1,1,Sand,0
748,Kelp,Los Molles,Exposed,shallow,1,1,Corallina spp.,0
749,Kelp,Los Molles,Exposed,shallow,1,1,Crustosa verde,0
750,Kelp,Los Molles,Exposed,shallow,1,1,Gelidium spp.,0
751,Kelp,Los Molles,Exposed,shallow,1,1,Hildenbrandia,8
752,Kelp,Los Molles,Exposed,shallow,1,1,Algae indet,2
753,Kelp,Los Molles,Exposed,shallow,1,1,Lessonia,0
754,Kelp,Los Molles,Exposed,shallow,1,1,Lithothamnium,82
755,Kelp,Los Molles,Exposed,shallow,1,1,Filamentous,0
756,Kelp,Los Molles,Exposed,shallow,1,1,Filamentous,0
757,Kelp,Los Molles,Exposed,shallow,1,1,Ralfsia confusa,0
758,Kelp,Los Molles,Exposed,shallow,1,1,Lessonia skeleton,0
759,Kelp,Los Molles,Exposed,shallow,1,1,Anemona ,0
760,Kelp,Los Molles,Exposed,shallow,1,1,Calleporella,0
761,Kelp,Los Molles,Exposed,shallow,1,1,Chiton,0
762,Kelp,Los Molles,Exposed,shallow,1,1,Cirripedios,0
763,Kelp,Los Molles,Exposed,shallow,1,1,Crustaceo,0
764,Kelp,Los Molles,Exposed,shallow,1,1,Entalphora,6
765,Kelp,Los Molles,Exposed,shallow,1,1,Erizos,0
766,Kelp,Los Molles,Exposed,shallow,1,1,Estrella,0
767,Kelp,Los Molles,Exposed,shallow,1,1,Gastropodo,0
768,Kelp,Los Molles,Exposed,shallow,1,1,Heliaster helianthus,0
769,Kelp,Los Molles,Exposed,shallow,1,1,Hidrozoo,0
770,Kelp,Los Molles,Exposed,shallow,1,1,Opistobranchio,0
771,Kelp,Los Molles,Exposed,shallow,1,1,Sponge,0
772,Kelp,Los Molles,Exposed,shallow,1,1,Poliqueto,0
773,Kelp,Los Molles,Exposed,shallow,1,1,Tunicado,0
774,Kelp,Los Molles,Exposed,shallow,1,1,Peces,0
775,Kelp,Los Molles,Exposed,shallow,1,1,Shadow,0
776,Kelp,Los Molles,Exposed,shallow,1,1,Tape,0
777,Kelp,Los Molles,Exposed,shallow,1,1,Wand,0
778,Kelp,Los Molles,Exposed,shallow,1,2,Boulder,0
779,Kelp,Los Molles,Exposed,shallow,1,2,Conchuela,0
780,Kelp,Los Molles,Exposed,shallow,1,2,Rock,0
781,Kelp,Los Molles,Exposed,shallow,1,2,Rock,0
782,Kelp,Los Molles,Exposed,shallow,1,2,Rock,0
783,Kelp,Los Molles,Exposed,shallow,1,2,Rock,0
784,Kelp,Los Molles,Exposed,shallow,1,2,Sand,0
785,Kelp,Los Molles,Exposed,shallow,1,2,Corallina spp.,0
786,Kelp,Los Molles,Exposed,shallow,1,2,Crustosa verde,4.545454545
787,Kelp,Los Molles,Exposed,shallow,1,2,Gelidium spp.,0
788,Kelp,Los Molles,Exposed,shallow,1,2,Hildenbrandia,9.090909091
789,Kelp,Los Molles,Exposed,shallow,1,2,Algae indet,0
790,Kelp,Los Molles,Exposed,shallow,1,2,Lessonia,0
791,Kelp,Los Molles,Exposed,shallow,1,2,Lithothamnium,75
792,Kelp,Los Molles,Exposed,shallow,1,2,Filamentous,0
793,Kelp,Los Molles,Exposed,shallow,1,2,Filamentous,0
794,Kelp,Los Molles,Exposed,shallow,1,2,Ralfsia confusa,0
795,Kelp,Los Molles,Exposed,shallow,1,2,Lessonia skeleton,0
796,Kelp,Los Molles,Exposed,shallow,1,2,Anemona ,0
797,Kelp,Los Molles,Exposed,shallow,1,2,Calleporella,0
798,Kelp,Los Molles,Exposed,shallow,1,2,Chiton,0
799,Kelp,Los Molles,Exposed,shallow,1,2,Cirripedios,0
800,Kelp,Los Molles,Exposed,shallow,1,2,Crustaceo,0
